Distance [Bohr]; Energy [Hartree], standard deviation [Hartree]
6.999999999999999556e-01 -1.826690056745586543e-01 4.115801738618626914e-05
7.434343434343434476e-01 -2.408771272696317300e-01 3.886615598646825257e-05
7.868686868686868285e-01 -2.909391152649504764e-01 5.890641388531120425e-05
8.303030303030303205e-01 -3.336083757532538607e-01 4.519195175412612787e-05
8.737373737373737015e-01 -3.704283464081907784e-01 5.913278171708810367e-05
9.171717171717171935e-01 -4.022309477240927911e-01 5.239699590432128840e-05
9.606060606060605744e-01 -4.298522365492581376e-01 5.514755732758146379e-05
1.004040404040404066e+00 -4.538732968345861041e-01 6.012666757006191273e-05
1.047474747474747447e+00 -4.747841530620270922e-01 5.727242827736240969e-05
1.090909090909090828e+00 -4.928578087358871374e-01 5.892026298701975992e-05
1.134343434343434431e+00 -5.088310299378298041e-01 5.845891314490196612e-05
1.177777777777777812e+00 -5.225441313183453174e-01 5.096664027064107076e-05
1.221212121212121193e+00 -5.346308892178378569e-01 4.298153554874464089e-05
1.264646464646464796e+00 -5.451235549678207226e-01 4.199113708431614618e-05
1.308080808080808177e+00 -5.543612461301863359e-01 3.519696015855365036e-05
1.351515151515151558e+00 -5.623564051442900835e-01 3.286587412392027855e-05
1.394949494949494939e+00 -5.692898908040950889e-01 3.291082781287036420e-05
1.438383838383838542e+00 -5.752999045472559914e-01 3.802340836168275788e-05
1.481818181818181923e+00 -5.804107204709386680e-01 3.784136017835423605e-05
1.525252525252525304e+00 -5.848587518085491821e-01 3.716985433094918153e-05
1.568686868686868685e+00 -5.886052109333396176e-01 3.839745769563591331e-05
1.612121212121212288e+00 -5.917904651502524649e-01 3.734902702537257197e-05
1.655555555555555669e+00 -5.944226361567517269e-01 3.799088360225049088e-05
1.698989898989899050e+00 -5.966842916216720250e-01 3.884305002645411023e-05
1.742424242424242653e+00 -5.984798268360845830e-01 3.538684913303738548e-05
1.785858585858585812e+00 -5.998823544156537402e-01 3.684204464622661368e-05
1.829292929292929415e+00 -6.010169304871126883e-01 3.614673959510225935e-05
1.872727272727272796e+00 -6.017747432816660247e-01 3.768211438276828799e-05
1.916161616161616399e+00 -6.023355426455788697e-01 4.579070153021446072e-05
1.959595959595959780e+00 -6.025059845449354246e-01 4.167057393912352117e-05
2.003030303030303383e+00 -6.026279519199853052e-01 4.288968466468136325e-05
2.046464646464646542e+00 -6.025437096848652585e-01 4.165231588025130466e-05
2.089898989898990145e+00 -6.021552720935314795e-01 4.158941064859230383e-05
2.133333333333333748e+00 -6.018061309208121434e-01 4.415073939608453641e-05
2.176767676767676907e+00 -6.012127475058544057e-01 4.344464160816391619e-05
2.220202020202020510e+00 -6.006154995661964202e-01 4.513288063611065211e-05
2.263636363636363669e+00 -5.996572785080489520e-01 4.144047505028004076e-05
2.307070707070707272e+00 -5.987923514439605910e-01 4.326517049368313629e-05
2.350505050505050431e+00 -5.978044601571418371e-01 4.740762571279967703e-05
2.393939393939394034e+00 -5.966832411626932231e-01 4.760567533733383471e-05
2.437373737373737637e+00 -5.955934301656907737e-01 4.514974192092912264e-05
2.480808080808080796e+00 -5.943987516868672882e-01 4.806757222652760855e-05
2.524242424242424399e+00 -5.931275555023202140e-01 7.117305473252344959e-05
2.567676767676768002e+00 -5.918152931641756931e-01 5.995780945146651623e-05
2.611111111111111160e+00 -5.905093937827426975e-01 5.375393402376674851e-05
2.654545454545454763e+00 -5.891716691822834751e-01 5.174059551903766345e-05
2.697979797979798366e+00 -5.879076825225255654e-01 6.781891017251784597e-05
2.741414141414141969e+00 -5.863305657492757783e-01 5.216718218353727586e-05
2.784848484848485128e+00 -5.849048594725811956e-01 5.106684536798722314e-05
2.828282828282828287e+00 -5.834379727638772106e-01 5.943107039699733454e-05
2.871717171717171890e+00 -5.820881399562337633e-01 6.206387503863300208e-05
2.915151515151515493e+00 -5.805450363379390799e-01 5.626815992839672879e-05
2.958585858585859096e+00 -5.790271890074811800e-01 5.323206263059338043e-05
3.002020202020202255e+00 -5.774776703365769315e-01 5.669184490965503351e-05
3.045454545454545414e+00 -5.760654845320393180e-01 5.618231819555237727e-05
3.088888888888889017e+00 -5.745705216798709936e-01 5.142901060539735702e-05
3.132323232323232620e+00 -5.731132840455813726e-01 5.921010518137919467e-05
3.175757575757576223e+00 -5.716492733524883851e-01 5.741639039148798340e-05
3.219191919191919382e+00 -5.700145864182708522e-01 5.812932055712934196e-05
3.262626262626262985e+00 -5.686989443207726147e-01 6.157438612505337569e-05
3.306060606060606588e+00 -5.672294865535792985e-01 5.698333273190345785e-05
3.349494949494950191e+00 -5.658849111682877631e-01 6.204344383388193463e-05
3.392929292929292906e+00 -5.643724176684217220e-01 4.561848824046647129e-05
3.436363636363636509e+00 -5.628146942446466960e-01 1.410271772682542512e-04
3.479797979797980112e+00 -5.615419789437006148e-01 6.617006281584929511e-05
3.523232323232323715e+00 -5.601233725216002712e-01 6.012601956425874168e-05
3.566666666666667318e+00 -5.587368031550382641e-01 6.016693927851896973e-05
3.610101010101010477e+00 -5.574936825714631450e-01 6.300960388143788955e-05
3.653535353535353636e+00 -5.560237147389521795e-01 6.824052764240715356e-05
3.696969696969697239e+00 -5.547778516846691987e-01 7.564836488230223415e-05
3.740404040404040842e+00 -5.534614266100150726e-01 5.949924510208408986e-05
3.783838383838384001e+00 -5.520809413514017328e-01 6.404979001835697653e-05
3.827272727272727604e+00 -5.509783663308585044e-01 7.051211669982637557e-05
3.870707070707071207e+00 -5.496650310014898899e-01 6.685790312497775698e-05
3.914141414141414810e+00 -5.484504427850951380e-01 6.554484719031729680e-05
3.957575757575757969e+00 -5.473339613264954773e-01 6.652849321997469283e-05
4.001010101010101572e+00 -5.460871782513839756e-01 6.298452708776592225e-05
4.044444444444445175e+00 -5.449129342068681492e-01 6.652507889431416804e-05
4.087878787878787890e+00 -5.437848021444552371e-01 6.322456096963562837e-05
4.131313131313131493e+00 -5.426049277197493304e-01 6.385838423942103988e-05
4.174747474747475096e+00 -5.415691288183972496e-01 5.432265870791702774e-05
4.218181818181818699e+00 -5.404391463044202482e-01 6.495029097617655044e-05
4.261616161616162302e+00 -5.393993493955634433e-01 6.380503036507050084e-05
4.305050505050505016e+00 -5.382583263963718334e-01 6.645591715090321059e-05
4.348484848484849508e+00 -5.373875859820388401e-01 6.706701842522965807e-05
4.391919191919192222e+00 -5.363369088504649218e-01 6.485567949223727206e-05
4.435353535353535825e+00 -5.353840246402775671e-01 6.270082551858699373e-05
4.478787878787879428e+00 -5.344597301385842769e-01 6.252338220667409013e-05
4.522222222222222143e+00 -5.334740285291629247e-01 6.310814175903856895e-05
4.565656565656566634e+00 -5.326250749997427647e-01 6.113332091873906454e-05
4.609090909090909349e+00 -5.316611199523311182e-01 6.643040268689687482e-05
4.652525252525253840e+00 -5.307636513945180878e-01 6.222320463579712150e-05
4.695959595959596555e+00 -5.298550284608091188e-01 6.381335211006313249e-05
4.739393939393939270e+00 -5.291179719857740382e-01 6.255647315340304301e-05
4.782828282828283761e+00 -5.283282210140002322e-01 6.182903035224858088e-05
4.826262626262626476e+00 -5.273846240204587144e-01 6.514379321134089907e-05
4.869696969696970967e+00 -5.267091180537558648e-01 6.405447761541718018e-05
4.913131313131313682e+00 -5.258321854158859443e-01 6.084105532328661726e-05
4.956565656565657285e+00 -5.252486927662894933e-01 5.876280742306602662e-05
5.000000000000000000e+00 -5.244832257850552404e-01 7.413512522662858066e-05
